MH320553	10279	Molluscum contagiosum virus	MH320553:GENE_7581-11576;
MH320554	10279	Molluscum contagiosum virus	MH320554:GENE_44745-51104;
MH320556	10279	Molluscum contagiosum virus	MH320556:GENE_41005-47289;
MH719203	10261	Fowlpox virus	MH719203:GENE_98300-104050;
MH719203	10261	Fowlpox virus	MH719203:GENE_104116-109527;
MK388136	10273	Myxoma virus	MK388136:GENE_125679-131729;
MK388141	10273	Myxoma virus	MK388141:GENE_125663-131623;
MK910851	28873	Camelpox virus	MK910851:GENE_189988-195648;
MK903864	2670734	Unclassified Magpiepox virus	MK903864:GENE_108764-114499;
MK903864	2670734	Unclassified Magpiepox virus	MK903864:GENE_120143-126004;
MN072628	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	MN072628:GENE_121618-127710;
MN244296	2200830	Unclassified Akhmeta virus	MN244296:GENE_203989-209766;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_38140-44655;
MN339351	10279	Molluscum contagiosum virus	MN339351:GENE_79246-83121;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_47966-51139;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_147988-151485;
NC_002188	10261,10264	Fowlpox virus,Pigeonpox virus	NC_002188:GENE_166893-170756;
NC_002188	10261,10264	Fowlpox virus,Pigeonpox virus	NC_002188:GENE_219326-222811;
NC_002642	99000	Tanapox virus	NC_002642:GENE_33523-36543;
NC_002642	99000	Tanapox virus	NC_002642:GENE_61027-64884;
NC_002642	99000	Tanapox virus	NC_002642:GENE_107380-110877;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_32311-35343;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_60022-63879;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_106911-110381;
NC_003389	10276	Swinepox virus	NC_003389:GENE_29164-32190;
NC_003389	10276	Swinepox virus	NC_003389:GENE_58782-62639;
NC_003389	10276	Swinepox virus	NC_003389:GENE_105129-108617;
NC_004105	12643	Ectromelia virus	NC_004105:GENE_143493-146834;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_55509-59366;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_101775-105269;
NC_005309	44088	Canarypox virus	NC_005309:GENE_214068-217934;
NC_005309	44088	Canarypox virus	NC_005309:GENE_291745-295218;
NC_005336	10258,129726	Orf virus,Pseudocowpox virus	NC_005336:GENE_24637-27675;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_24872-27901;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_68579-72439;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_115423-118890;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_111854-114907;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_166707-170156;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_26430-29462;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_56818-60681;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_105551-109069;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_89684-93544;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_137568-141062;
NC_027213	10256	Raccoonpox virus	NC_027213:GENE_141014-144679;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_148477-151953;
NC_031033	28874	Volepox virus	NC_031033:GENE_149476-153105;
NC_031038	160796	Skunkpox virus	NC_031038:GENE_148066-151704;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_20276-23308;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_49885-53751;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_97269-100754;
AY689437	304399	Mule deerpox virus	AY689437:GENE_43270-46305;
DQ121394	10243,10244,10245,10255,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus	DQ121394:GENE_137379-141098;
HQ680373	10243	Cowpox virus	HQ680373:GENE_1965-5234;
HQ680376	10243,10244,10245,10255	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus	HQ680376:GENE_2015-5803;
KC813495	10243,10244,10245	Cowpox virus,Monkeypox virus,Vaccinia virus	KC813495:GENE_144614-148441;
KF148065	10273	Myxoma virus	KF148065:GENE_36917-39940;
KP723388	10271,10273	Rabbit fibroma virus,Myxoma virus	KP723388:GENE_62240-66102;
KX857216	44088	Canarypox virus	KX857216:GENE_184975-188841;
KX857216	44088	Canarypox virus	KX857216:GENE_257264-260740;
KY040274	10279	Molluscum contagiosum virus	KY040274:GENE_48717-51857;
KY040276	10279	Molluscum contagiosum virus	KY040276:GENE_47688-50822;
KY463519	10243,10245,12643,28871,28873	Cowpox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus	KY463519:GENE_5532-8654;
KY463519	10243,10244,10245,10255	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus	KY463519:GENE_141889-145695;
KY549148	10243,10245	Cowpox virus,Vaccinia virus	KY549148:GENE_151719-155576;
LN864566	10243,10255	Cowpox virus,Variola virus	LN864566:GENE_150434-154237;
LT993226	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	LT993226:GENE_98775-102636;
LT993226	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	LT993226:GENE_146682-150178;
MH320553	10279	Molluscum contagiosum virus	MH320553:GENE_46769-49981;
MH320555	10279	Molluscum contagiosum virus	MH320555:GENE_47684-50935;
MH320556	10279	Molluscum contagiosum virus	MH320556:GENE_47450-50683;
MN244296	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	MN244296:GENE_68444-71476;
MN244296	2200830	Unclassified Akhmeta virus	MN244296:GENE_149682-153323;
NC_001266	10271	Rabbit fibroma virus	NC_001266:GENE_71907-74417;
NC_001266	10271	Rabbit fibroma virus	NC_001266:GENE_96582-99290;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_134909-137578;
NC_002188	10261,10264	Fowlpox virus,Pigeonpox virus	NC_002188:GENE_207389-210064;
NC_002642	99000	Tanapox virus	NC_002642:GENE_71516-74038;
NC_002642	99000	Tanapox virus	NC_002642:GENE_95527-98235;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_70682-73210;
NC_003310	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	NC_003310:GENE_94013-96550;
NC_003389	10276	Swinepox virus	NC_003389:GENE_69320-71842;
NC_003389	10276	Swinepox virus	NC_003389:GENE_93227-95941;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_30022-33042;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_65982-68504;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_89933-92641;
NC_005309	44088	Canarypox virus	NC_005309:GENE_122909-125875;
NC_005309	44088	Canarypox virus	NC_005309:GENE_225989-228529;
NC_005309	44088	Canarypox virus	NC_005309:GENE_254322-256865;
NC_005309	44088	Canarypox virus	NC_005309:GENE_279757-282438;
NC_005336	10258,129726	Orf virus,Pseudocowpox virus	NC_005336:GENE_65076-67601;
NC_005336	10258,129726	Orf virus,Pseudocowpox virus	NC_005336:GENE_86324-88849;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_65164-67692;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_89543-92269;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_79187-81718;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_103264-106011;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_76193-79159;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_130219-132765;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_154331-157057;
NC_013804	10258,129726	Orf virus,Pseudocowpox virus	NC_013804:GENE_97536-100259;
NC_024446	10261,10264	Fowlpox virus,Pigeonpox virus	NC_024446:GENE_186495-189053;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_67731-70280;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_93091-95820;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_60020-63037;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_100265-102793;
NC_027213	10256	Raccoonpox virus	NC_027213:GENE_125526-128201;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_70062-73028;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_113824-116370;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_136425-139124;
NC_031033	160796,28874	Skunkpox virus,Volepox virus	NC_031033:GENE_133938-136613;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_60481-63018;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_85169-87886;
EU552530	10273	Myxoma virus	EU552530:GENE_72697-75204;
EU552530	10273	Myxoma virus	EU552530:GENE_97389-100094;
HQ407377	10243	Cowpox virus	HQ407377:GENE_18404-20917;
HQ420896	10243	Cowpox virus	HQ420896:GENE_18787-21420;
HQ420899	10243,10244	Cowpox virus,Monkeypox virus	HQ420899:GENE_18688-21402;
KF148065	10273	Myxoma virus	KF148065:GENE_75723-78230;
KX914669	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	KX914669:GENE_1-2691;
KX857215	44088	Canarypox virus	KX857215:GENE_185518-188022;
KX857216	44088	Canarypox virus	KX857216:GENE_108448-111414;
KX857216	44088	Canarypox virus	KX857216:GENE_196793-199339;
KX857216	44088	Canarypox virus	KX857216:GENE_245325-248018;
KY040276	10279	Molluscum contagiosum virus	KY040276:GENE_105572-108439;
MF678796	10261,10264	Fowlpox virus,Pigeonpox virus	MF678796:GENE_95291-98260;
LT896723	10243	Cowpox virus	LT896723:GENE_20256-22742;
LT896730	10243,10244	Cowpox virus,Monkeypox virus	LT896730:GENE_19705-22305;
LT896731	10243,28873	Cowpox virus,Camelpox virus	LT896731:GENE_19750-22242;
MN072629	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	MN072629:GENE_94520-97237;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_6263-9040;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_49853-52864;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_93095-95821;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_119628-122282;
NC_001266	10271,10273	Rabbit fibroma virus,Myxoma virus	NC_001266:GENE_76228-78588;
NC_001611	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	NC_001611:GENE_80101-82488;
NC_001611	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	NC_001611:GENE_89132-91489;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_58847-61198;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_61476-63794;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_100752-103127;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_111133-113508;
NC_002188	10261	Fowlpox virus	NC_002188:GENE_33497-35950;
NC_002188	10261,10264	Fowlpox virus,Pigeonpox virus	NC_002188:GENE_62416-64791;
NC_002642	99000	Tanapox virus	NC_002642:GENE_66959-69355;
NC_002642	99000	Tanapox virus	NC_002642:GENE_75956-78316;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_65982-68378;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_75074-77434;
NC_003389	10276	Swinepox virus	NC_003389:GENE_64743-67148;
NC_003389	10276	Swinepox virus	NC_003389:GENE_73663-76023;
NC_003391	10243,28873	Cowpox virus,Camelpox virus	NC_003391:GENE_185719-188070;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_61421-63814;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_70393-72753;
NC_005309	44088	Canarypox virus	NC_005309:GENE_58183-60588;
NC_005309	44088	Canarypox virus	NC_005309:GENE_93538-95922;
NC_005309	44088	Canarypox virus	NC_005309:GENE_221210-223609;
NC_005336	10258	Orf virus	NC_005336:GENE_30552-32972;
NC_005336	10258,129726	Orf virus,Pseudocowpox virus	NC_005336:GENE_60443-62857;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_30767-33190;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_60480-62891;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_69490-71856;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_49014-51474;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_74549-76948;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_69151-71484;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_73770-76154;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_125615-128017;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_134666-137011;
NC_013804	129726	Pseudocowpox virus	NC_013804:GENE_37831-40224;
NC_024446	10264	Pigeonpox virus	NC_024446:GENE_42606-45053;
NC_024446	10261,10264	Fowlpox virus,Pigeonpox virus	NC_024446:GENE_181733-184132;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_32471-34864;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_63008-65431;
NC_025963	10258,129726,129728	Orf virus,Pseudocowpox virus,Parapoxvirus of red deer in New Zealand	NC_025963:GENE_72165-74531;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_95617-98004;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_104574-106931;
NC_027213	10256,160796	Raccoonpox virus,Skunkpox virus	NC_027213:GENE_188108-190462;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_13895-16255;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_18891-21341;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_42358-44733;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_105529-107877;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_109009-111414;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_124255-126711;
NC_031033	28874	Volepox virus	NC_031033:GENE_18722-21076;
NC_031033	28874	Volepox virus	NC_031033:GENE_196919-199324;
NC_031038	160796	Skunkpox virus	NC_031038:GENE_18277-20637;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_26173-28605;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_55891-58302;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_64828-67191;
HQ420899	10243,10244	Cowpox virus,Monkeypox virus	HQ420899:GENE_197679-200060;
KC813494	10243	Cowpox virus	KC813494:GENE_189681-192125;
KC813501	10243,10244,10245,10255,28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus	KC813501:GENE_196067-198439;
KF148065	10273	Myxoma virus	KF148065:GENE_80038-82398;
KP723388	10273	Myxoma virus	KP723388:GENE_68188-70586;
KU749309	10256	Raccoonpox virus	KU749309:GENE_198522-200849;
KX857216	44088	Canarypox virus	KX857216:GENE_43698-46112;
KX857216	44088	Canarypox virus	KX857216:GENE_76277-78649;
KX857216	44088	Canarypox virus	KX857216:GENE_192034-194433;
KY040274	10279	Molluscum contagiosum virus	KY040274:GENE_59321-61723;
KY040274	10279	Molluscum contagiosum virus	KY040274:GENE_142729-145146;
LT896721	10243	Cowpox virus	LT896721:GENE_19403-21781;
U94848	10243,10244,10245	Cowpox virus,Monkeypox virus,Vaccinia virus	U94848:GENE_15876-18335;
MH816996	10243,10244,10245,12643,28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus	MH816996:GENE_191301-193736;
MN072626	10266	Sheeppox virus	MN072626:GENE_124278-126734;
MN244296	2200830	Unclassified Akhmeta virus	MN244296:GENE_18569-20965;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_44719-47166;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_87999-90377;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_97717-100080;
NC_001266	10271	Rabbit fibroma virus	NC_001266:GENE_93309-95444;
NC_001611	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	NC_001611:GENE_36299-38512;
NC_001611	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	NC_001611:GENE_52738-55053;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_36060-38306;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_130707-132830;
NC_002188	10261,10264	Fowlpox virus,Pigeonpox virus	NC_002188:GENE_117040-119193;
NC_002188	10261,10264	Fowlpox virus,Pigeonpox virus	NC_002188:GENE_204096-206225;
NC_002188	10261	Fowlpox virus	NC_002188:GENE_248089-250332;
NC_002642	99000	Tanapox virus	NC_002642:GENE_92230-94365;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_25173-27380;
NC_003027	10266,186805,59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus	NC_003027:GENE_91522-93666;
NC_003389	10276	Swinepox virus	NC_003389:GENE_23126-25324;
NC_003389	10276	Swinepox virus	NC_003389:GENE_36768-39041;
NC_003389	10276	Swinepox virus	NC_003389:GENE_89900-92035;
NC_005179	38804	Yaba monkey tumor virus	NC_005179:GENE_86619-88760;
NC_005309	44088	Canarypox virus	NC_005309:GENE_11828-14032;
NC_005309	44088	Canarypox virus	NC_005309:GENE_146401-148566;
NC_005309	44088	Canarypox virus	NC_005309:GENE_276469-278598;
NC_005309	44088	Canarypox virus	NC_005309:GENE_321238-323451;
NC_005309	44088	Canarypox virus	NC_005309:GENE_346733-348952;
NC_005336	10258,129726	Orf virus,Pseudocowpox virus	NC_005336:GENE_17660-19837;
NC_005336	10258	Orf virus	NC_005336:GENE_28380-30509;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_18051-20228;
NC_005337	129727	Bovine papular stomatitis virus	NC_005337:GENE_86167-88287;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_32795-34993;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_53528-55653;
NC_006966	304399	Mule deerpox virus	NC_006966:GENE_99919-102066;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_1171-3453;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_79838-82021;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_82032-84329;
NC_008030	1285600	Nile crocodilepox virus	NC_008030:GENE_84449-86716;
NC_013804	10258,129726	Orf virus,Pseudocowpox virus	NC_013804:GENE_35614-37788;
NC_024446	10264	Pigeonpox virus	NC_024446:GENE_205308-207533;
NC_024446	10264	Pigeonpox virus	NC_024446:GENE_260468-262711;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_18964-21144;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_30277-32424;
NC_025963	129728	Parapoxvirus of red deer in New Zealand	NC_025963:GENE_89562-91682;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_51711-53924;
NC_027213	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_027213:GENE_122150-124282;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_76213-78363;
NC_028238	336486	Turkeypox virus	NC_028238:GENE_133127-135256;
NC_031033	28874	Volepox virus	NC_031033:GENE_14380-16647;
NC_031033	10256,160796,28874	Raccoonpox virus,Skunkpox virus,Volepox virus	NC_031033:GENE_76715-79027;
NC_031038	160796	Skunkpox virus	NC_031038:GENE_15124-17400;
NC_035188	187984	Unclassified Seal parapoxvirus	NC_035188:GENE_13283-15457;
EU552530	10273	Myxoma virus	EU552530:GENE_26719-28914;
EU552530	10273	Myxoma virus	EU552530:GENE_94112-96247;
JN654977	10243,10245,28873	Cowpox virus,Vaccinia virus,Camelpox virus	JN654977:GENE_64456-66747;
KF148065	10273	Myxoma virus	KF148065:GENE_29815-32010;
KP010354	10258	Orf virus	KP010354:GENE_28393-30549;
KT184691	10245	Vaccinia virus	KT184691:GENE_136640-138796;
KX857216	44088	Canarypox virus	KX857216:GENE_131592-133820;
KX857216	44088	Canarypox virus	KX857216:GENE_242036-244165;
KX857216	44088	Canarypox virus	KX857216:GENE_287864-290017;
KY040276	10279	Molluscum contagiosum virus	KY040276:GENE_141704-143842;
KY549144	10243,10244,10245,10255,12643,28871,28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus	KY549144:GENE_132948-135083;
MF678796	10264	Pigeonpox virus	MF678796:GENE_137908-140217;
MF678796	2059380	Unclassified Flamingopox virus FGPVKD09	MF678796:GENE_246450-248687;
MN244296	2200830	Unclassified Akhmeta virus	MN244296:GENE_13822-16122;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_33294-35543;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_55709-58024;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_116281-118407;
MN339351	2676272	Unclassified Equine molluscum contagiosum-like virus	MN339351:GENE_161804-163957;
NC_001266	10271	Rabbit fibroma virus	NC_001266:GENE_43328-45364;
NC_001266	10271	Rabbit fibroma virus	NC_001266:GENE_140100-142121;
NC_001731	10279	Molluscum contagiosum virus	NC_001731:GENE_21907-23949;
